id,date,machine,sensor,vibration
468799339,2024-01-26 10:49:27.000000 +00:00,2341,2363,2.7016881574720624
468804617,2024-01-26 11:04:49.000000 +00:00,2341,2363,2.6337956605159905
468810915,2024-01-26 11:20:12.000000 +00:00,2341,2363,2.658671235973502
468815123,2024-01-26 11:35:35.000000 +00:00,2341,2363,2.6576240058396725
468820429,2024-01-26 11:50:57.000000 +00:00,2341,2363,2.6724359202371017
468825461,2024-01-26 12:06:19.000000 +00:00,2341,2363,2.623182643036941
468830903,2024-01-26 12:21:41.000000 +00:00,2341,2363,2.5958237393518644
468836184,2024-01-26 12:37:04.000000 +00:00,2341,2363,0.2897343392944658
468857451,2024-01-26 13:37:04.000000 +00:00,2341,2363,0.291433764030736
468862363,2024-01-26 13:50:08.000000 +00:00,2341,2363,3.073046997557972
468868038,2024-01-26 14:05:30.000000 +00:00,2341,2363,2.587202288911389
468873544,2024-01-26 14:20:52.000000 +00:00,2341,2363,2.5981354423134038
